timestamp,hour,day_of_week,is_weekend,occupancy,energy_kwh,water_lpm,waste_pct,is_anomaly
2025-09-16T02:15:11.113885,10,0,0,4136,203.17,33.06,100.0,0
2025-09-16T03:15:11.113885,11,0,0,4900,201.34,35.15,100.0,0
2025-09-16T04:15:11.113885,12,0,0,5384,212.18,53.99,100.0,0
2025-09-16T05:15:11.113885,13,0,0,4771,206.33,53.17,100.0,0
2025-09-16T06:15:11.113885,14,0,0,4833,208.19,49.89,100.0,0
2025-09-16T07:15:11.113885,15,0,0,4381,192.09,29.03,100.0,0
2025-09-16T08:15:11.113885,16,0,0,3995,167.68,27.11,100.0,0
2025-09-16T09:15:11.113885,17,0,0,3211,167.39,25.7,100.0,0
2025-09-16T10:15:11.113885,18,0,0,2056,141.4,36.52,18.26,0
2025-09-16T11:15:11.113885,19,0,0,1731,125.12,30.03,19.76,0
2025-09-16T12:15:11.113885,20,0,0,1122,105.78,30.48,20.94,0
2025-09-16T13:15:11.113885,21,0,0,962,85.68,11.73,22.37,0
2025-09-16T14:15:11.113885,22,0,0,497,75.12,10.22,23.4,0
2025-09-16T15:15:11.113885,23,0,0,171,70.94,8.06,24.23,0
2025-09-16T16:15:11.113885,0,1,0,0,74.89,10.13,25.02,0
2025-09-16T17:15:11.113885,1,1,0,0,86.33,10.39,25.92,0
2025-09-16T18:15:11.113885,2,1,0,261,92.19,8.78,26.72,0
2025-09-16T19:15:11.113885,3,1,0,666,84.37,7.45,27.73,0
2025-09-16T20:15:11.113885,4,1,0,1179,105.8,15.43,29.31,0
2025-09-16T21:15:11.113885,5,1,0,1915,132.3,19.56,30.66,0
2025-09-16T22:15:11.113885,6,1,0,2682,138.11,19.25,98.22,1
2025-09-16T23:15:11.113885,7,1,0,3173,151.32,23.63,100.0,0
2025-09-17T00:15:11.113885,8,1,0,3451,173.92,25.75,100.0,0
2025-09-17T01:15:11.113885,9,1,0,4030,198.4,27.97,100.0,0
2025-09-17T02:15:11.113885,10,1,0,5161,190.51,32.05,100.0,0
2025-09-17T03:15:11.113885,11,1,0,4985,203.98,31.09,100.0,0
2025-09-17T04:15:11.113885,12,1,0,4825,204.64,55.4,100.0,0
2025-09-17T05:15:11.113885,13,1,0,5320,206.49,51.93,100.0,0
2025-09-17T06:15:11.113885,14,1,0,4741,201.17,52.96,100.0,0
2025-09-17T07:15:11.113885,15,1,0,4211,185.25,25.88,100.0,0
2025-09-17T08:15:11.113885,16,1,0,3516,174.18,27.16,100.0,0
2025-09-17T09:15:11.113885,17,1,0,3337,146.11,25.99,100.0,0
2025-09-17T10:15:11.113885,18,1,0,2394,233.24,37.44,13.14,1
2025-09-17T11:15:11.113885,19,1,0,1847,261.3,31.62,14.59,1
2025-09-17T12:15:11.113885,20,1,0,1044,120.38,28.1,16.1,0
2025-09-17T13:15:11.113885,21,1,0,823,90.93,9.82,17.0,0
2025-09-17T14:15:11.113885,22,1,0,433,82.47,8.14,18.31,0
2025-09-17T15:15:11.113885,23,1,0,266,94.22,9.01,92.98,1
2025-09-17T16:15:11.113885,0,2,0,473,90.4,8.94,93.99,0
2025-09-17T17:15:11.113885,1,2,0,222,85.04,8.22,94.75,0
2025-09-17T18:15:11.113885,2,2,0,331,88.85,12.46,95.59,0
2025-09-17T19:15:11.113885,3,2,0,782,75.62,68.51,96.82,1
2025-09-17T20:15:11.113885,4,2,0,1294,116.4,10.87,98.38,0
2025-09-17T21:15:11.113885,5,2,0,2055,109.63,17.33,100.0,0
2025-09-17T22:15:11.113885,6,2,0,2712,139.23,22.08,100.0,0
2025-09-17T23:15:11.113885,7,2,0,3520,172.51,24.91,100.0,0
2025-09-18T00:15:11.113885,8,2,0,3924,183.79,27.06,100.0,0
2025-09-18T01:15:11.113885,9,2,0,4231,201.94,30.2,100.0,0
2025-09-18T02:15:11.113885,10,2,0,4292,197.3,28.31,100.0,0
2025-09-18T03:15:11.113885,11,2,0,4568,215.85,32.0,100.0,0
2025-09-18T04:15:11.113885,12,2,0,5135,202.82,53.51,100.0,0
2025-09-18T05:15:11.113885,13,2,0,5000,212.5,52.16,100.0,1
2025-09-18T06:15:11.113885,14,2,0,4457,196.22,49.12,100.0,0
2025-09-18T07:15:11.113885,15,2,0,4210,342.05,28.84,100.0,1
2025-09-18T08:15:11.113885,16,2,0,3964,173.65,28.13,100.0,0
2025-09-18T09:15:11.113885,17,2,0,2997,152.41,24.68,100.0,0
2025-09-18T10:15:11.113885,18,2,0,2701,133.04,31.94,20.71,0
2025-09-18T11:15:11.113885,19,2,0,1910,138.75,30.79,22.25,0
2025-09-18T12:15:11.113885,20,2,0,1245,105.58,30.17,23.68,0
2025-09-18T13:15:11.113885,21,2,0,750,88.68,11.22,24.82,0
2025-09-18T14:15:11.113885,22,2,0,485,79.6,5.59,25.75,0
2025-09-18T15:15:11.113885,23,2,0,317,79.32,11.24,26.44,0
2025-09-18T16:15:11.113885,0,3,0,229,70.97,8.97,27.5,0
2025-09-18T17:15:11.113885,1,3,0,232,72.45,8.37,28.35,0
2025-09-18T18:15:11.113885,2,3,0,437,78.03,11.35,29.45,0
2025-09-18T19:15:11.113885,3,3,0,780,82.9,14.54,30.34,0
2025-09-18T20:15:11.113885,4,3,0,1204,110.87,12.83,31.74,0
2025-09-18T21:15:11.113885,5,3,0,1712,120.13,18.35,33.6,0
2025-09-18T22:15:11.113885,6,3,0,2712,150.06,24.17,35.23,0
2025-09-18T23:15:11.113885,7,3,0,3055,152.64,22.22,37.49,0
2025-09-19T00:15:11.113885,8,3,0,3791,174.77,24.08,40.0,0
2025-09-19T01:15:11.113885,9,3,0,4282,185.94,28.46,42.4,0
2025-09-19T02:15:11.113885,10,3,0,4785,197.27,33.97,45.14,0
2025-09-19T03:15:11.113885,11,3,0,4845,207.97,34.05,47.91,0
2025-09-19T04:15:11.113885,12,3,0,5139,213.7,55.33,50.84,0
2025-09-19T05:15:11.113885,13,3,0,5014,210.24,51.03,53.75,0
2025-09-19T06:15:11.113885,14,3,0,4688,191.68,50.59,56.31,0
2025-09-19T07:15:11.113885,15,3,0,4224,186.21,29.06,58.71,0
2025-09-19T08:15:11.113885,16,3,0,3891,167.26,27.62,60.79,0
2025-09-19T09:15:11.113885,17,3,0,3275,158.89,24.83,62.8,0
2025-09-19T10:15:11.113885,18,3,0,2548,143.55,32.29,23.22,0
2025-09-19T11:15:11.113885,19,3,0,1798,113.1,29.97,24.63,0
2025-09-19T12:15:11.113885,20,3,0,1057,110.89,31.92,26.02,0
2025-09-19T13:15:11.113885,21,3,0,913,107.14,10.49,27.38,0
2025-09-19T14:15:11.113885,22,3,0,60,83.16,6.14,28.14,0
2025-09-19T15:15:11.113885,23,3,0,158,82.19,12.29,29.17,0
2025-09-19T16:15:11.113885,0,4,0,249,68.74,10.06,30.16,0
2025-09-19T17:15:11.113885,1,4,0,541,73.9,7.65,31.4,0
2025-09-19T18:15:11.113885,2,4,0,458,82.96,5.56,32.41,0
2025-09-19T19:15:11.113885,3,4,0,575,83.38,13.07,33.8,0
2025-09-19T20:15:11.113885,4,4,0,1404,108.04,13.47,35.35,0
2025-09-19T21:15:11.113885,5,4,0,2121,123.52,17.49,36.86,0
2025-09-19T22:15:11.113885,6,4,0,2225,142.27,20.14,95.74,1
2025-09-19T23:15:11.113885,7,4,0,3223,158.61,22.17,97.57,0
2025-09-20T00:15:11.113885,8,4,0,3560,174.78,24.31,99.95,0
2025-09-20T01:15:11.113885,9,4,0,4487,192.67,30.39,100.0,0
2025-09-20T02:15:11.113885,10,4,0,4839,196.64,33.62,100.0,0
2025-09-20T03:15:11.113885,11,4,0,4783,216.95,30.16,100.0,0
2025-09-20T04:15:11.113885,12,4,0,5305,196.65,50.29,100.0,0
2025-09-20T05:15:11.113885,13,4,0,4893,206.27,56.04,100.0,0
2025-09-20T06:15:11.113885,14,4,0,4561,200.06,49.73,100.0,1
2025-09-20T07:15:11.113885,15,4,0,4206,187.54,31.93,100.0,0
2025-09-20T08:15:11.113885,16,4,0,3746,178.53,28.85,100.0,0
2025-09-20T09:15:11.113885,17,4,0,3397,138.64,21.54,100.0,0
2025-09-20T10:15:11.113885,18,4,0,2583,132.7,37.92,14.08,0
2025-09-20T11:15:11.113885,19,4,0,2029,125.13,36.2,15.83,0
2025-09-20T12:15:11.113885,20,4,0,1259,111.45,30.06,17.22,0
2025-09-20T13:15:11.113885,21,4,0,788,80.6,11.6,18.3,0
2025-09-20T14:15:11.113885,22,4,0,438,206.8,10.0,19.51,1
2025-09-20T15:15:11.113885,23,4,0,278,72.23,8.98,20.46,0
2025-09-20T16:15:11.113885,0,5,1,0,48.65,8.65,21.27,0
2025-09-20T17:15:11.113885,1,5,1,168,58.4,9.6,22.13,0
2025-09-20T18:15:11.113885,2,5,1,22,53.59,9.21,23.17,0
2025-09-20T19:15:11.113885,3,5,1,75,81.94,11.29,24.12,0
2025-09-20T20:15:11.113885,4,5,1,455,59.73,12.95,25.25,0
2025-09-20T21:15:11.113885,5,5,1,173,85.32,14.8,26.77,0
2025-09-20T22:15:11.113885,6,5,1,351,94.99,14.46,28.33,0
2025-09-20T23:15:11.113885,7,5,1,731,95.79,18.89,30.03,0
2025-09-21T00:15:11.113885,8,5,1,752,104.63,20.07,31.97,0
2025-09-21T01:15:11.113885,9,5,1,913,118.25,18.89,33.8,0
2025-09-21T02:15:11.113885,10,5,1,914,118.29,19.02,35.5,0
2025-09-21T03:15:11.113885,11,5,1,624,120.57,23.95,37.16,0
2025-09-21T04:15:11.113885,12,5,1,918,128.87,42.87,39.17,0
2025-09-21T05:15:11.113885,13,5,1,752,265.38,42.17,40.97,1
2025-09-21T06:15:11.113885,14,5,1,1117,114.83,39.74,42.68,0
2025-09-21T07:15:11.113885,15,5,1,388,118.81,20.9,44.7,0
2025-09-21T08:15:11.113885,16,5,1,855,97.31,16.38,46.14,0
2025-09-21T09:15:11.113885,17,5,1,350,97.11,20.81,47.75,0
2025-09-21T10:15:11.113885,18,5,1,563,94.57,28.55,13.81,0
2025-09-21T11:15:11.113885,19,5,1,160,80.08,116.19,14.83,1
2025-09-21T12:15:11.113885,20,5,1,506,80.11,26.83,16.29,0
2025-09-21T13:15:11.113885,21,5,1,200,64.37,10.44,17.13,0
2025-09-21T14:15:11.113885,22,5,1,107,63.13,8.44,18.09,0
2025-09-21T15:15:11.113885,23,5,1,0,64.07,9.82,19.22,0
2025-09-21T16:15:11.113885,0,6,1,153,50.25,9.13,20.25,0
2025-09-21T17:15:11.113885,1,6,1,0,53.77,9.58,21.49,0
2025-09-21T18:15:11.113885,2,6,1,99,56.96,10.69,22.45,0
2025-09-21T19:15:11.113885,3,6,1,78,63.97,8.82,23.54,0
2025-09-21T20:15:11.113885,4,6,1,0,75.97,13.02,24.96,0
2025-09-21T21:15:11.113885,5,6,1,174,87.93,15.3,26.54,0
2025-09-21T22:15:11.113885,6,6,1,599,83.39,12.61,27.7,0
2025-09-21T23:15:11.113885,7,6,1,522,97.4,19.11,29.38,0
2025-09-22T00:15:11.113885,8,6,1,1057,97.85,16.63,31.29,0
2025-09-22T01:15:11.113885,9,6,1,779,109.77,17.85,92.33,1
2025-09-22T02:15:11.113885,10,6,1,806,112.37,20.83,94.38,0
2025-09-22T03:15:11.113885,11,6,1,940,119.05,21.7,96.39,0
2025-09-22T04:15:11.113885,12,6,1,926,127.92,42.39,98.14,0
2025-09-22T05:15:11.113885,13,6,1,682,124.4,41.95,100.0,0
2025-09-22T06:15:11.113885,14,6,1,888,118.92,39.97,100.0,0
2025-09-22T07:15:11.113885,15,6,1,1111,117.5,21.54,100.0,0
2025-09-22T08:15:11.113885,16,6,1,553,101.57,21.11,100.0,0
2025-09-22T09:15:11.113885,17,6,1,314,104.56,17.08,100.0,0
2025-09-22T10:15:11.113885,18,6,1,521,75.29,28.7,94.65,1
2025-09-22T11:15:11.113885,19,6,1,142,88.78,27.76,95.8,0
2025-09-22T12:15:11.113885,20,6,1,229,64.5,26.66,97.23,0
2025-09-22T13:15:11.113885,21,6,1,0,189.6,10.01,98.09,1
2025-09-22T14:15:11.113885,22,6,1,289,59.86,8.77,98.76,0
2025-09-22T15:15:11.113885,23,6,1,73,58.45,8.53,99.93,1
2025-09-22T16:15:11.113885,0,0,0,419,81.28,6.63,100.0,0
2025-09-22T17:15:11.113885,1,0,0,48,77.59,8.22,100.0,0
2025-09-22T18:15:11.113885,2,0,0,23,71.58,11.18,100.0,0
2025-09-22T19:15:11.113885,3,0,0,915,103.05,10.81,100.0,0
2025-09-22T20:15:11.113885,4,0,0,1261,93.25,15.5,100.0,0
2025-09-22T21:15:11.113885,5,0,0,2212,122.15,19.52,100.0,0
2025-09-22T22:15:11.113885,6,0,0,2508,260.23,23.44,100.0,1
2025-09-22T23:15:11.113885,7,0,0,3328,158.62,25.26,100.0,0
2025-09-23T00:15:11.113885,8,0,0,3927,173.37,28.34,100.0,1
2025-09-23T01:15:11.113885,9,0,0,3999,202.36,27.87,100.0,0
2025-09-23T02:15:11.113885,10,0,0,4745,197.28,94.24,100.0,1
2025-09-23T03:15:11.113885,11,0,0,4806,198.03,29.18,100.0,0
2025-09-23T04:15:11.113885,12,0,0,4945,208.86,50.95,100.0,0
2025-09-23T05:15:11.113885,13,0,0,5103,207.83,52.75,100.0,0
2025-09-23T06:15:11.113885,14,0,0,4705,196.69,52.83,100.0,0
2025-09-23T07:15:11.113885,15,0,0,3969,194.76,28.41,100.0,0
2025-09-23T08:15:11.113885,16,0,0,3618,165.51,31.43,100.0,0
2025-09-23T09:15:11.113885,17,0,0,3129,154.97,28.07,100.0,0
2025-09-23T10:15:11.113885,18,0,0,2457,144.48,32.42,16.12,0
2025-09-23T11:15:11.113885,19,0,0,1823,130.23,35.34,17.8,0
2025-09-23T12:15:11.113885,20,0,0,1043,95.38,30.5,19.28,0
2025-09-23T13:15:11.113885,21,0,0,750,100.7,13.05,20.49,0
2025-09-23T14:15:11.113885,22,0,0,622,193.57,9.44,21.69,1
2025-09-23T15:15:11.113885,23,0,0,139,67.03,14.33,22.94,0
2025-09-23T16:15:11.113885,0,1,0,293,76.41,9.12,23.65,0
2025-09-23T17:15:11.113885,1,1,0,0,64.96,10.18,24.89,0
2025-09-23T18:15:11.113885,2,1,0,190,83.83,9.7,26.05,0
2025-09-23T19:15:11.113885,3,1,0,697,83.95,9.4,27.08,0
2025-09-23T20:15:11.113885,4,1,0,1355,124.79,12.06,28.21,0
2025-09-23T21:15:11.113885,5,1,0,1670,116.8,15.39,29.91,0
2025-09-23T22:15:11.113885,6,1,0,2451,144.81,20.48,31.63,0
2025-09-23T23:15:11.113885,7,1,0,3402,160.15,24.84,33.62,0
2025-09-24T00:15:11.113885,8,1,0,3655,179.86,142.56,35.88,1
2025-09-24T01:15:11.113885,9,1,0,4535,184.71,27.62,38.32,0
2025-09-24T02:15:11.113885,10,1,0,4721,207.77,32.67,40.9,0
2025-09-24T03:15:11.113885,11,1,0,4932,209.23,33.32,43.76,0
2025-09-24T04:15:11.113885,12,1,0,5116,226.5,50.99,46.59,0
2025-09-24T05:15:11.113885,13,1,0,5194,196.57,51.87,49.43,0
2025-09-24T06:15:11.113885,14,1,0,4635,222.18,48.47,51.75,0
2025-09-24T07:15:11.113885,15,1,0,4684,193.84,27.89,54.34,0
2025-09-24T08:15:11.113885,16,1,0,3704,165.37,29.11,56.53,0
2025-09-24T09:15:11.113885,17,1,0,2989,168.64,28.49,58.57,0
2025-09-24T10:15:11.113885,18,1,0,2695,141.03,36.19,16.96,0
2025-09-24T11:15:11.113885,19,1,0,1700,116.42,31.63,18.31,0
2025-09-24T12:15:11.113885,20,1,0,1247,108.84,30.66,19.7,0
2025-09-24T13:15:11.113885,21,1,0,848,96.53,11.54,20.72,0
2025-09-24T14:15:11.113885,22,1,0,315,79.32,10.28,21.97,0
2025-09-24T15:15:11.113885,23,1,0,48,73.22,9.66,22.77,0
2025-09-24T16:15:11.113885,0,2,0,471,89.26,8.84,23.82,0
2025-09-24T17:15:11.113885,1,2,0,89,73.73,11.5,24.68,0
2025-09-24T18:15:11.113885,2,2,0,224,70.57,6.27,25.83,0
2025-09-24T19:15:11.113885,3,2,0,683,92.23,13.36,27.26,0
2025-09-24T20:15:11.113885,4,2,0,1237,116.89,16.12,28.64,0
2025-09-24T21:15:11.113885,5,2,0,1735,127.87,15.25,30.32,0
2025-09-24T22:15:11.113885,6,2,0,2488,131.52,20.16,31.99,0
2025-09-24T23:15:11.113885,7,2,0,3201,163.86,23.39,34.24,0
2025-09-25T00:15:11.113885,8,2,0,3548,175.79,23.44,36.51,0
2025-09-25T01:15:11.113885,9,2,0,4644,184.0,29.34,39.1,0
2025-09-25T02:15:11.113885,10,2,0,4692,211.2,30.07,41.72,0
2025-09-25T03:15:11.113885,11,2,0,5105,201.66,32.18,44.53,0
2025-09-25T04:15:11.113885,12,2,0,5227,211.05,49.06,47.35,0
2025-09-25T05:15:11.113885,13,2,0,5187,209.05,49.4,50.28,0
2025-09-25T06:15:11.113885,14,2,0,4650,204.17,52.71,53.1,0
2025-09-25T07:15:11.113885,15,2,0,4411,183.99,27.74,55.36,0
2025-09-25T08:15:11.113885,16,2,0,3388,179.76,25.82,57.82,0
2025-09-25T09:15:11.113885,17,2,0,3185,149.64,26.1,59.61,0
2025-09-25T10:15:11.113885,18,2,0,2554,145.97,35.51,14.04,0
2025-09-25T11:15:11.113885,19,2,0,1565,128.4,33.77,15.52,0
2025-09-25T12:15:11.113885,20,2,0,1437,94.59,29.07,16.8,0
2025-09-25T13:15:11.113885,21,2,0,929,83.38,14.02,17.73,0
2025-09-25T14:15:11.113885,22,2,0,541,78.51,11.22,18.49,0
2025-09-25T15:15:11.113885,23,2,0,221,79.42,8.57,19.74,0
2025-09-25T16:15:11.113885,0,3,0,192,77.95,7.97,20.62,0
2025-09-25T17:15:11.113885,1,3,0,364,73.9,10.93,21.34,0
2025-09-25T18:15:11.113885,2,3,0,242,81.99,8.55,22.06,0
2025-09-25T19:15:11.113885,3,3,0,553,100.83,9.68,23.11,0
2025-09-25T20:15:11.113885,4,3,0,941,106.29,14.13,24.44,0
2025-09-25T21:15:11.113885,5,3,0,1744,118.36,15.36,26.01,0
2025-09-25T22:15:11.113885,6,3,0,2359,146.84,22.64,28.02,0
2025-09-25T23:15:11.113885,7,3,0,3249,164.27,21.79,30.1,0
2025-09-26T00:15:11.113885,8,3,0,3987,179.96,26.72,32.07,0
2025-09-26T01:15:11.113885,9,3,0,4184,174.78,34.36,34.55,0
2025-09-26T02:15:11.113885,10,3,0,4753,189.36,31.61,36.84,0
2025-09-26T03:15:11.113885,11,3,0,4931,203.43,30.49,39.4,0
2025-09-26T04:15:11.113885,12,3,0,4366,208.43,53.88,41.99,0
2025-09-26T05:15:11.113885,13,3,0,4639,349.73,53.49,44.48,1
2025-09-26T06:15:11.113885,14,3,0,4585,185.13,50.82,46.88,0
2025-09-26T07:15:11.113885,15,3,0,4285,194.98,31.77,49.4,0
2025-09-26T08:15:11.113885,16,3,0,3996,177.76,24.77,51.95,0
2025-09-26T09:15:11.113885,17,3,0,2970,171.87,26.04,53.88,0
2025-09-26T10:15:11.113885,18,3,0,2340,144.07,37.27,21.84,0
2025-09-26T11:15:11.113885,19,3,0,2011,117.09,30.98,95.46,1
2025-09-26T12:15:11.113885,20,3,0,1581,113.02,30.24,96.99,0
2025-09-26T13:15:11.113885,21,3,0,506,85.79,9.59,98.33,0
2025-09-26T14:15:11.113885,22,3,0,417,74.64,11.79,99.51,0
2025-09-26T15:15:11.113885,23,3,0,216,69.48,10.7,100.0,0
2025-09-26T16:15:11.113885,0,4,0,101,74.45,100.83,100.0,1
2025-09-26T17:15:11.113885,1,4,0,425,71.28,11.4,100.0,0
2025-09-26T18:15:11.113885,2,4,0,452,67.75,10.77,100.0,0
2025-09-26T19:15:11.113885,3,4,0,546,87.97,11.76,100.0,0
2025-09-26T20:15:11.113885,4,4,0,1387,107.32,13.06,100.0,0
2025-09-26T21:15:11.113885,5,4,0,1428,113.63,13.22,100.0,0
2025-09-26T22:15:11.113885,6,4,0,2362,144.45,22.27,100.0,0
2025-09-26T23:15:11.113885,7,4,0,3688,146.37,26.49,100.0,0
2025-09-27T00:15:11.113885,8,4,0,3692,181.5,26.8,100.0,0
2025-09-27T01:15:11.113885,9,4,0,4470,194.22,30.61,100.0,0
2025-09-27T02:15:11.113885,10,4,0,4580,200.68,29.63,100.0,0
2025-09-27T03:15:11.113885,11,4,0,4604,217.14,34.0,100.0,1
2025-09-27T04:15:11.113885,12,4,0,5048,204.34,51.31,100.0,0
2025-09-27T05:15:11.113885,13,4,0,5038,202.64,52.04,100.0,0
2025-09-27T06:15:11.113885,14,4,0,4793,202.91,49.24,100.0,0
2025-09-27T07:15:11.113885,15,4,0,4420,188.26,28.23,100.0,1
2025-09-27T08:15:11.113885,16,4,0,3787,178.42,26.86,100.0,0
2025-09-27T09:15:11.113885,17,4,0,2837,147.57,26.68,100.0,0
2025-09-27T10:15:11.113885,18,4,0,2613,139.17,36.48,24.07,0
2025-09-27T11:15:11.113885,19,4,0,1446,232.03,31.38,25.46,1
2025-09-27T12:15:11.113885,20,4,0,1332,104.25,28.56,27.04,0
2025-09-27T13:15:11.113885,21,4,0,321,89.22,5.95,28.27,0
2025-09-27T14:15:11.113885,22,4,0,624,82.58,8.14,29.59,0
2025-09-27T15:15:11.113885,23,4,0,0,71.5,8.53,30.39,0
2025-09-27T16:15:11.113885,0,5,1,0,65.24,5.47,31.48,0
2025-09-27T17:15:11.113885,1,5,1,69,67.89,5.44,32.43,0
2025-09-27T18:15:11.113885,2,5,1,124,66.77,9.68,33.23,0
2025-09-27T19:15:11.113885,3,5,1,230,57.1,10.35,34.22,0
2025-09-27T20:15:11.113885,4,5,1,219,77.84,13.52,35.51,0
2025-09-27T21:15:11.113885,5,5,1,486,89.01,12.12,36.8,0
2025-09-27T22:15:11.113885,6,5,1,603,89.1,19.12,38.2,0
2025-09-27T23:15:11.113885,7,5,1,530,90.64,19.76,40.02,0
2025-09-28T00:15:11.113885,8,5,1,470,96.4,17.38,41.45,0
2025-09-28T01:15:11.113885,9,5,1,856,111.59,21.1,43.04,0
2025-09-28T02:15:11.113885,10,5,1,574,109.34,22.56,44.77,0
2025-09-28T03:15:11.113885,11,5,1,902,137.33,22.91,46.67,0
2025-09-28T04:15:11.113885,12,5,1,793,124.34,43.78,48.63,0
2025-09-28T05:15:11.113885,13,5,1,448,111.0,40.04,50.69,0
2025-09-28T06:15:11.113885,14,5,1,850,116.96,40.92,52.72,0
2025-09-28T07:15:11.113885,15,5,1,315,118.51,21.55,54.62,0
2025-09-28T08:15:11.113885,16,5,1,556,106.57,19.23,56.21,0
2025-09-28T09:15:11.113885,17,5,1,488,105.84,19.62,57.89,0
2025-09-28T10:15:11.113885,18,5,1,714,79.11,28.6,11.69,0
2025-09-28T11:15:11.113885,19,5,1,70,80.71,27.21,13.04,0
2025-09-28T12:15:11.113885,20,5,1,140,82.86,27.15,14.07,0
2025-09-28T13:15:11.113885,21,5,1,420,199.87,8.92,14.95,1
2025-09-28T14:15:11.113885,22,5,1,0,63.77,10.76,15.93,0
2025-09-28T15:15:11.113885,23,5,1,18,54.02,10.34,16.85,0
2025-09-28T16:15:11.113885,0,6,1,113,61.95,10.35,17.63,0
